"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOMINAIS_CONVR_LEG";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31593";"ITABAIANINHA";"30";"7";"Deputado Estadual";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683826";"PARTIDO ISOLADO";"PDT";"N";"33";"0";"33";"550";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32417";"SIMÃO DIAS";"22";"3";"Governador";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681641";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE";"N";"0";"0";"0";"10910";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31356";"NOSSA SENHORA APARECIDA";"26";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684466";"PARTIDO ISOLADO";"PTB";"N";"2";"0";"2";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32352";"SÃO DOMINGOS";"24";"6";"Deputado Federal";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682720";"FEDERAÇÃO";"REDE / PSOL";"N";"2";"0";"2";"37";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32158";"RIACHÃO DO DANTAS";"4";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685031";"PARTIDO ISOLADO";"PTB";"N";"6";"0";"6";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32034";"PINHÃO";"29";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682187";"PARTIDO ISOLADO";"PSD";"N";"17";"0";"17";"589";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31852";"MURIBECA";"5";"6";"Deputado Federal";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683183";"PARTIDO ISOLADO";"UNIÃO";"N";"8";"0";"8";"1434";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31038";"AQUIDABÃ";"3";"5";"Senador";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682575";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31291";"CARMÓPOLIS";"14";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685040";"PARTIDO ISOLADO";"PL";"N";"66";"0";"66";"607";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31151";"BOQUIM";"4";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682187";"PARTIDO ISOLADO";"PSD";"N";"22";"0";"22";"2404";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31950";"NOSSA SENHORA DO SOCORRO";"34";"6";"Deputado Federal";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683787";"FEDERAÇÃO";"PT / PV / PC do B";"N";"924";"0";"924";"7609";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31216";"CANHOBA";"8";"7";"Deputado Estadual";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684524";"PARTIDO ISOLADO";"PROS";"N";"1";"0";"1";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31798";"MARUIM";"14";"7";"Deputado Estadual";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684524";"PARTIDO ISOLADO";"PROS";"N";"2";"0";"2";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31518";"GRACCHO CARDOSO";"3";"3";"Governador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682648";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"37";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32034";"PINHÃO";"29";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685031";"PARTIDO ISOLADO";"PTB";"N";"2";"0";"2";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31950";"NOSSA SENHORA DO SOCORRO";"34";"6";"Deputado Federal";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683136";"PARTIDO ISOLADO";"DC";"N";"8";"0";"8";"291";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31151";"BOQUIM";"4";"7";"Deputado Estadual";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682089";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"32";"0";"32";"659";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31259";"CAPELA";"5";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683804";"PARTIDO ISOLADO";"PSB";"N";"20";"0";"20";"50";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31313";"CEDRO DE SÃO JOÃO";"3";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682664";"FEDERAÇÃO";"REDE / PSOL";"N";"4";"0";"4";"173";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31313";"CEDRO DE SÃO JOÃO";"3";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685045";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"13";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31631";"ITAPORANGA D AJUDA";"31";"5";"Senador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682665";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"426";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31135";"BREJO GRANDE";"15";"7";"Deputado Estadual";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683796";"FEDERAÇÃO";"PT / PV / PC do B";"N";"2";"0";"2";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32077";"POÇO REDONDO";"28";"5";"Senador";"Coligação";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683748";"SERGIPE DA ESPERANÇA";"(PT/PC do B/PV) / MDB / SOLIDARIEDADE / PSB";"N";"0";"0";"0";"4709";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31054";"ARACAJU";"1";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685031";"PARTIDO ISOLADO";"PTB";"N";"62";"0";"62";"295";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31399";"DIVINA PASTORA";"14";"6";"Deputado Federal";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683113";"PARTIDO ISOLADO";"MDB";"N";"1";"0";"1";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32050";"PIRAMBU";"11";"6";"Deputado Federal";"Partido isolado";"80";"UP";"Unidade Popular";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682530";"PARTIDO ISOLADO";"UP";"N";"0";"0";"0";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31631";"ITAPORANGA D AJUDA";"31";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683804";"PARTIDO ISOLADO";"PSB";"N";"42";"0";"42";"190";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31011";"AMPARO DE SÃO FRANCISCO";"19";"6";"Deputado Federal";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683787";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32476";"TOBIAS BARRETO";"23";"5";"Senador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682665";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"451";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"2";"547";"Eleições Gerais Estaduais 2022";"30/10/2022";"E";"SE";"SE";"SERGIPE";"32239";"SALGADO";"31";"3";"Governador";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681641";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE";"N";"0";"0";"0";"5325";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31496";"GARARU";"8";"3";"Governador";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681641";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE";"N";"0";"0";"0";"2726";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32212";"ROSÁRIO DO CATETE";"14";"6";"Deputado Federal";"Partido isolado";"80";"UP";"Unidade Popular";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682530";"PARTIDO ISOLADO";"UP";"N";"1";"0";"1";"283";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31410";"ESTÂNCIA";"6";"5";"Senador";"Coligação";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682606";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / AVANTE / PSD / REPUBLICANOS / PP";"N";"0";"0";"0";"8523";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32077";"POÇO REDONDO";"28";"6";"Deputado Federal";"Partido isolado";"80";"UP";"Unidade Popular";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682530";"PARTIDO ISOLADO";"UP";"N";"1";"0";"1";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31119";"BARRA DOS COQUEIROS";"2";"5";"Senador";"Coligação";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683748";"SERGIPE DA ESPERANÇA";"(PT/PC do B/PV) / MDB / SOLIDARIEDADE / PSB";"N";"0";"0";"0";"3384";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31755";"MALHADA DOS BOIS";"5";"7";"Deputado Estadual";"Partido isolado";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684473";"PARTIDO ISOLADO";"PSTU";"N";"0";"0";"0";"0";"1";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32018";"PEDRINHAS";"4";"3";"Governador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683741";"SERGIPE DA ESPERANÇA";"(PT/PC do B/PV) / MDB / PSB / SOLIDARIEDADE";"N";"0";"0";"0";"2532";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31674";"JAPOATÃ";"19";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685040";"PARTIDO ISOLADO";"PL";"N";"86";"0";"86";"2709";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31259";"CAPELA";"5";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682664";"FEDERAÇÃO";"REDE / PSOL";"N";"16";"0";"16";"241";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32298";"SANTA ROSA DE LIMA";"26";"7";"Deputado Estadual";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683826";"PARTIDO ISOLADO";"PDT";"N";"9";"0";"9";"87";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31119";"BARRA DOS COQUEIROS";"2";"6";"Deputado Federal";"Partido isolado";"77";"SOLIDARIEDADE";"Solidariedade";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682639";"PARTIDO ISOLADO";"SOLIDARIEDADE";"N";"2";"0";"2";"10";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"2";"547";"Eleições Gerais Estaduais 2022";"30/10/2022";"E";"SE";"SE";"SERGIPE";"31003";"SANTANA DO SÃO FRANCISCO";"15";"3";"Governador";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681641";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE";"N";"0";"0";"0";"2791";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31291";"CARMÓPOLIS";"14";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683198";"PARTIDO ISOLADO";"UNIÃO";"N";"48";"0";"48";"1336";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31135";"BREJO GRANDE";"15";"7";"Deputado Estadual";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683816";"PARTIDO ISOLADO";"PSB";"N";"22";"0";"22";"36";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31003";"SANTANA DO SÃO FRANCISCO";"15";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682084";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"10";"0";"10";"455";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32352";"SÃO DOMINGOS";"24";"6";"Deputado Federal";"Partido isolado";"33";"PMN";"Partido da Mobilização Nacional";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684489";"PARTIDO ISOLADO";"PMN";"N";"0";"0";"0";"9";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32093";"POÇO VERDE";"22";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682187";"PARTIDO ISOLADO";"PSD";"N";"48";"0";"48";"898";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32093";"POÇO VERDE";"22";"6";"Deputado Federal";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"260001681042";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"6";"0";"6";"90";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31437";"FEIRA NOVA";"16";"6";"Deputado Federal";"Partido isolado";"33";"PMN";"Partido da Mobilização Nacional";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684489";"PARTIDO ISOLADO";"PMN";"N";"0";"0";"0";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"2";"547";"Eleições Gerais Estaduais 2022";"30/10/2022";"E";"SE";"SE";"SERGIPE";"31356";"NOSSA SENHORA APARECIDA";"26";"3";"Governador";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681641";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE";"N";"0";"0";"0";"2111";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31810";"MOITA BONITA";"26";"7";"Deputado Estadual";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683796";"FEDERAÇÃO";"PT / PV / PC do B";"N";"35";"0";"35";"50";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32336";"SÃO CRISTÓVÃO";"21";"6";"Deputado Federal";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682542";"PARTIDO ISOLADO";"PP";"N";"123";"0";"123";"4729";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32212";"ROSÁRIO DO CATETE";"14";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682187";"PARTIDO ISOLADO";"PSD";"N";"32";"0";"32";"612";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32077";"POÇO REDONDO";"28";"6";"Deputado Federal";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683113";"PARTIDO ISOLADO";"MDB";"N";"3";"0";"3";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31895";"NOSSA SENHORA DA GLÓRIA";"17";"6";"Deputado Federal";"Partido isolado";"33";"PMN";"Partido da Mobilização Nacional";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684489";"PARTIDO ISOLADO";"PMN";"N";"12";"0";"12";"200";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32190";"RIBEIRÓPOLIS";"26";"5";"Senador";"Coligação";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684548";"O POVO QUER";"PL / PATRIOTA / PTB / PROS / PMN";"N";"0";"0";"0";"4390";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31550";"INDIAROBA";"35";"6";"Deputado Federal";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683183";"PARTIDO ISOLADO";"UNIÃO";"N";"12";"0";"12";"1651";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31194";"CAMPO DO BRITO";"24";"3";"Governador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683741";"SERGIPE DA ESPERANÇA";"(PT/PC do B/PV) / MDB / PSB / SOLIDARIEDADE";"N";"0";"0";"0";"2248";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32115";"PORTO DA FOLHA";"18";"7";"Deputado Estadual";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683796";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"18";"0";"0"
